id,PlatformId,GenreId,Level,Probability
434,5,1,4,0.32287993937105447
435,6,1,4,0.32186100704395787
436,5,3,4,0.32153753697126886
437,1,12,1,0.5719789233204233
438,6,11,1,0.5536567081995885
439,5,2,4,0.32848486223582096
440,6,4,4,0.3011961857493331
441,13,4,4,0.31959490469017476
442,13,1,4,0.3419998865112339
443,1,2,4,0.34213940908204565
444,5,5,4,0.2719940471783383
445,5,3,4,0.32153753697126886
446,6,11,1,0.5536567081995885
447,8,9,1,0.4340601233840293
448,4,1,4,0.32484409459772684
449,13,1,4,0.3419998865112339
450,5,11,1,0.5446418510403257
451,5,5,4,0.2719940471783383
452,14,7,1,0.34084793798557517
453,12,4,4,0.3140246966769698
454,14,1,4,0.34896888551672445
455,5,7,1,0.3015269609703458
456,14,8,1,0.3954979705914526
457,8,1,4,0.3226825976843794
458,3,3,4,0.32652522980301196
459,5,8,1,0.3515601164129067
460,12,1,4,0.3360944911597036
461,13,2,4,0.34768677064284154
462,8,12,1,0.6382218201488541
463,6,8,1,0.3598281410198052
464,8,3,4,0.32115177135240697
465,1,5,4,0.285530382524152
466,12,5,4,0.28207192502322836
467,12,1,4,0.3360944911597036
468,14,2,4,0.354696856033148
469,6,11,1,0.5536567081995885
470,8,12,1,0.6382218201488541
471,1,10,1,0.43092719170327587
472,12,11,1,0.5896045804040819
473,19,5,4,0.34004367223772897
474,12,4,4,0.3140246966769698
475,13,5,4,0.28720820069558795
476,1,11,1,0.5000297068713035
477,4,1,4,0.32484409459772684
478,3,1,4,0.32775097535584186
479,3,3,4,0.32652522980301196
480,6,1,4,0.32186100704395787
481,8,1,4,0.3226825976843794
482,13,11,1,0.5925284916528044
483,8,1,4,0.3226825976843794
484,2,1,4,0.33160048873101605
485,3,5,4,0.27702326322857684
486,6,11,1,0.5536567081995885
487,14,6,1,0.29579132750755494
488,3,6,3,0.2703714283731831
489,5,2,4,0.32848486223582096
490,12,6,1,0.2939721963520916
491,3,5,4,0.27702326322857684
492,6,4,4,0.3011961857493331
493,6,8,1,0.3598281410198052
494,5,3,4,0.32153753697126886
495,1,1,4,0.33639451982301316
496,12,4,4,0.3140246966769698
497,17,1,4,0.3764794955842022
498,6,11,1,0.5536567081995885
499,6,11,1,0.5536567081995885
500,3,3,4,0.32652522980301196
501,3,6,3,0.2703714283731831
502,5,8,1,0.3515601164129067
503,6,1,4,0.32186100704395787
504,12,10,1,0.5206460337599172
505,12,1,4,0.3360944911597036
506,12,9,1,0.4537656361111729
507,8,12,1,0.6382218201488541
508,8,11,1,0.569105445443415
509,13,11,1,0.5925284916528044
510,5,3,4,0.32153753697126886
511,6,11,1,0.5536567081995885
512,8,12,1,0.6382218201488541
513,6,1,4,0.32186100704395787
514,17,3,4,0.37429651169696565
515,4,5,4,0.2740760607703774
516,5,6,3,0.2640697647965269
517,5,9,1,0.4101371975787992
518,5,6,3,0.2640697647965269
519,4,11,1,0.5347686097987576
520,8,5,4,0.2709524831577994
521,5,4,4,0.30234171198480225
522,13,1,4,0.3419998865112339
523,5,2,4,0.32848486223582096
524,4,10,1,0.46545919635115696
525,3,3,4,0.32652522980301196
526,14,3,4,0.3470133580919101
527,4,2,4,0.3304735100056046
528,8,11,1,0.569105445443415
529,8,12,1,0.6382218201488541
530,12,1,4,0.3360944911597036
531,14,5,4,0.2933398011480135
532,12,4,4,0.3140246966769698
533,1,5,4,0.285530382524152
534,3,5,4,0.27702326322857684
535,3,2,4,0.3334122184200561
536,4,1,4,0.32484409459772684
537,3,1,4,0.32775097535584186
538,1,4,4,0.3160761836385297
539,8,4,4,0.30167206490464943
540,3,1,4,0.32775097535584186
541,3,7,1,0.28430580831474267
542,3,1,4,0.32775097535584186
543,6,11,1,0.5536567081995885
544,3,2,4,0.3334122184200561
545,1,9,1,0.36737525560525564
546,1,11,1,0.5000297068713035
547,3,4,4,0.3073773279492602
548,13,5,4,0.28720820069558795
549,12,10,1,0.5206460337599172
550,13,4,4,0.31959490469017476
551,13,11,1,0.5925284916528044
552,6,11,1,0.5536567081995885
553,4,2,4,0.3304735100056046
554,13,4,4,0.31959490469017476
555,17,2,4,0.3823527544776657
556,17,11,1,0.595019155416596
557,3,8,1,0.33285609846600156
558,1,10,1,0.43092719170327587
559,8,12,1,0.6382218201488541
560,5,6,3,0.2640697647965269
561,1,1,4,0.33639451982301316
562,3,4,4,0.3073773279492602
563,17,1,4,0.3764794955842022
564,17,6,1,0.29120990906207367
565,4,5,4,0.2740760607703774
566,19,1,4,0.4005047607837492
567,12,7,1,0.3382895357598438
568,1,5,4,0.285530382524152
569,17,6,1,0.29120990906207367
570,4,1,4,0.32484409459772684
571,5,4,4,0.30234171198480225
572,5,2,4,0.32848486223582096
573,4,2,4,0.3304735100056046
574,19,1,4,0.4005047607837492
575,4,6,3,0.267461631051527
576,1,1,4,0.33639451982301316
577,17,1,4,0.3764794955842022
578,17,1,4,0.3764794955842022
579,6,2,4,0.32744911217421113
580,13,1,4,0.3419998865112339
581,17,6,1,0.29120990906207367
582,13,4,4,0.31959490469017476
583,4,5,4,0.2740760607703774
584,12,1,4,0.3360944911597036
585,6,2,4,0.32744911217421113
586,13,12,1,0.66033035412892
587,13,3,4,0.3401189784791606
588,1,7,3,0.2712335009052231
589,8,3,4,0.32115177135240697
590,6,1,4,0.32186100704395787
591,8,12,1,0.6382218201488541
592,13,1,4,0.3419998865112339
593,13,1,4,0.3419998865112339
594,14,4,4,0.3262052686577789
595,3,4,4,0.3073773279492602
596,3,11,1,0.5240392189071212
597,4,1,4,0.32484409459772684
598,12,4,4,0.3140246966769698
599,3,1,4,0.32775097535584186
600,17,3,4,0.37429651169696565
601,12,4,4,0.3140246966769698
602,3,12,1,0.595267500826163
603,5,6,3,0.2640697647965269
604,3,1,4,0.32775097535584186
605,3,1,4,0.32775097535584186
606,13,11,1,0.5925284916528044
607,4,1,4,0.32484409459772684
608,6,2,4,0.32744911217421113
609,4,5,4,0.2740760607703774
610,3,1,4,0.32775097535584186
611,1,4,4,0.3160761836385297
612,8,12,1,0.6382218201488541
613,12,11,1,0.5896045804040819
614,14,1,4,0.34896888551672445
615,5,2,4,0.32848486223582096
616,12,1,4,0.3360944911597036
617,6,4,4,0.3011961857493331
618,8,3,4,0.32115177135240697
619,6,12,1,0.6235994042523272
620,3,7,1,0.28430580831474267
621,1,9,1,0.36737525560525564
622,13,4,4,0.31959490469017476
623,8,1,4,0.3226825976843794
624,12,1,4,0.3360944911597036
625,3,4,4,0.3073773279492602
626,19,1,4,0.4005047607837492
627,19,1,4,0.4005047607837492
628,12,9,1,0.4537656361111729
629,3,11,1,0.5240392189071212
630,5,1,4,0.32287993937105447
631,3,7,1,0.28430580831474267
632,14,1,4,0.34896888551672445
633,12,7,1,0.3382895357598438
634,13,4,4,0.31959490469017476
635,14,8,1,0.3954979705914526
636,3,1,4,0.32775097535584186
637,4,1,4,0.32484409459772684
638,4,4,4,0.3044025562374992
639,8,10,1,0.5000419026569162
640,3,6,3,0.2703714283731831
641,3,11,1,0.5240392189071212
642,8,1,4,0.3226825976843794
643,4,9,1,0.400553369202963
644,3,8,1,0.33285609846600156
645,13,8,1,0.3942973731691594
646,8,1,4,0.3226825976843794
647,3,3,4,0.32652522980301196
648,17,1,4,0.3764794955842022
649,4,2,4,0.3304735100056046
650,6,2,4,0.32744911217421113
651,14,6,1,0.29579132750755494
652,4,7,1,0.29323490778166017
653,12,6,1,0.2939721963520916
654,12,4,4,0.3140246966769698
655,17,2,4,0.3823527544776657
656,6,1,4,0.32186100704395787
657,6,11,1,0.5536567081995885
658,17,1,4,0.3764794955842022
659,1,10,1,0.43092719170327587
660,1,4,4,0.3160761836385297
661,12,7,1,0.3382895357598438
662,17,1,4,0.3764794955842022
663,3,2,4,0.3334122184200561
664,4,6,3,0.267461631051527
665,5,1,4,0.32287993937105447
666,13,4,4,0.31959490469017476
667,3,5,4,0.27702326322857684
668,5,6,3,0.2640697647965269
669,12,11,1,0.5896045804040819
670,13,1,4,0.3419998865112339
671,3,5,4,0.27702326322857684
672,14,1,4,0.34896888551672445
673,19,1,4,0.4005047607837492
674,12,4,4,0.3140246966769698
675,1,2,4,0.34213940908204565
676,12,1,4,0.3360944911597036
677,5,2,4,0.32848486223582096
678,3,9,1,0.39021052564072156
679,1,11,1,0.5000297068713035
680,5,1,4,0.32287993937105447
681,4,1,4,0.32484409459772684
682,3,1,4,0.32775097535584186
683,3,1,4,0.32775097535584186
684,14,4,4,0.3262052686577789
685,3,1,4,0.32775097535584186
686,17,3,4,0.37429651169696565
687,3,4,4,0.3073773279492602
688,3,1,4,0.32775097535584186
689,3,1,4,0.32775097535584186
690,3,8,1,0.33285609846600156
691,3,12,1,0.595267500826163
692,6,1,4,0.32186100704395787
693,3,1,4,0.32775097535584186
694,17,4,4,0.3525420148844149
695,8,1,4,0.3226825976843794
696,3,1,4,0.32775097535584186
697,8,6,1,0.2797464256242438
698,12,1,4,0.3360944911597036
699,3,1,4,0.32775097535584186
700,8,1,4,0.3226825976843794
701,3,11,1,0.5240392189071212
702,3,6,3,0.2703714283731831
703,3,7,1,0.28430580831474267
704,6,1,4,0.32186100704395787
705,12,7,1,0.3382895357598438
706,12,1,4,0.3360944911597036
707,14,5,4,0.2933398011480135
708,8,1,4,0.3226825976843794
709,5,2,4,0.32848486223582096
710,1,5,4,0.285530382524152
711,3,1,4,0.32775097535584186
712,6,2,4,0.32744911217421113
713,6,4,4,0.3011961857493331
714,8,10,1,0.5000419026569162
715,3,1,4,0.32775097535584186
716,3,2,4,0.3334122184200561
717,19,1,4,0.4005047607837492
718,1,11,1,0.5000297068713035
719,4,5,4,0.2740760607703774
720,6,4,4,0.3011961857493331
721,5,2,4,0.32848486223582096
722,8,1,4,0.3226825976843794
723,13,1,4,0.3419998865112339
724,14,1,4,0.34896888551672445
725,4,5,4,0.2740760607703774
726,6,1,4,0.32186100704395787
727,12,4,4,0.3140246966769698
728,8,1,4,0.3226825976843794
729,3,1,4,0.32775097535584186
730,3,2,4,0.3334122184200561
731,12,1,4,0.3360944911597036
732,17,2,4,0.3823527544776657
733,14,1,4,0.34896888551672445
734,4,5,4,0.2740760607703774
735,8,7,1,0.32215282076484486
736,12,12,1,0.6575474982975661
737,4,1,4,0.32484409459772684
738,17,1,4,0.3764794955842022
739,3,4,4,0.3073773279492602
740,6,1,4,0.32186100704395787
741,3,4,4,0.3073773279492602
742,5,3,4,0.32153753697126886
743,6,4,4,0.3011961857493331
744,13,4,4,0.31959490469017476
745,3,1,4,0.32775097535584186
746,5,8,1,0.3515601164129067
747,8,7,1,0.32215282076484486
748,3,5,4,0.27702326322857684
749,4,1,4,0.32484409459772684
750,1,2,4,0.34213940908204565
751,4,2,4,0.3304735100056046
752,12,5,4,0.28207192502322836
753,1,9,1,0.36737525560525564
754,3,4,4,0.3073773279492602
755,5,3,4,0.32153753697126886
756,4,1,4,0.32484409459772684
757,6,11,1,0.5536567081995885
758,4,5,4,0.2740760607703774
759,13,4,4,0.31959490469017476
760,12,9,1,0.4537656361111729
761,6,8,1,0.3598281410198052
762,3,4,4,0.3073773279492602
763,8,1,4,0.3226825976843794
764,6,1,4,0.32186100704395787
765,19,12,1,0.6591735014343453
766,19,1,4,0.4005047607837492
767,12,12,1,0.6575474982975661
768,6,12,1,0.6235994042523272
769,13,1,4,0.3419998865112339
770,5,1,4,0.32287993937105447
771,3,4,4,0.3073773279492602
772,12,4,4,0.3140246966769698
773,3,3,4,0.32652522980301196
774,5,5,4,0.2719940471783383
775,14,12,1,0.6622870569026613
776,4,1,4,0.32484409459772684
777,6,11,1,0.5536567081995885
778,6,1,4,0.32186100704395787
779,5,11,1,0.5446418510403257
780,4,2,4,0.3304735100056046
781,13,4,4,0.31959490469017476
782,3,1,4,0.32775097535584186
783,12,1,4,0.3360944911597036
784,12,1,4,0.3360944911597036
785,1,10,1,0.43092719170327587
786,8,4,4,0.30167206490464943
787,1,1,4,0.33639451982301316
788,14,1,4,0.34896888551672445
789,1,11,1,0.5000297068713035
790,3,8,1,0.33285609846600156
791,13,1,4,0.3419998865112339
792,6,1,4,0.32186100704395787
793,1,9,1,0.36737525560525564
794,13,4,4,0.31959490469017476
795,3,3,4,0.32652522980301196
796,17,5,4,0.31802398232177564
797,1,1,4,0.33639451982301316
798,6,11,1,0.5536567081995885
799,13,1,4,0.3419998865112339
800,6,4,4,0.3011961857493331
801,4,6,3,0.267461631051527
802,19,2,4,0.40647800058093453
803,8,9,1,0.4340601233840293
804,5,3,4,0.32153753697126886
805,13,1,4,0.3419998865112339
806,3,1,4,0.32775097535584186
807,3,5,4,0.27702326322857684
808,6,4,4,0.3011961857493331
809,3,1,4,0.32775097535584186
810,12,9,1,0.4537656361111729
811,8,4,4,0.30167206490464943
812,6,4,4,0.3011961857493331
813,3,1,4,0.32775097535584186
814,4,2,4,0.3304735100056046
815,6,4,4,0.3011961857493331
816,6,4,4,0.3011961857493331
817,6,1,4,0.32186100704395787
818,3,1,4,0.32775097535584186
819,8,12,1,0.6382218201488541
820,19,1,4,0.4005047607837492
821,12,12,1,0.6575474982975661
822,19,7,1,0.32918297442184385
